"Gene.name"	"Mouse.gene.name"
"SLFN12L"	"Slfn4"
"DCAF6"	"Dcaf6"
"PSMD7"	"Psmd7"
"ATP1B1"	"Atp1b1"
"WDR4"	"Wdr4"
"CHI3L1"	"Chil1"
"DDX42"	"Ddx42"
"LIMD2"	"Limd2"
"SIMC1"	"Simc1"
"RNF44"	"Rnf44"
"AP1M1"	"Ap1m1"
"PRR7"	"Prr7"
"GRK6"	"Grk6"
"SMARCD2"	"Smarcd2"
"LYAR"	"Lyar"
"JCHAIN"	"Jchain"
"ROCK2"	"Rock2"
"LYPLA2"	"Lypla2"
"CHD7"	"Chd7"
"CCDC80"	"Ccdc80"
"ANAPC5"	"Anapc5"
"POM121C"	"Pom121"
"MPRIP"	"Mprip"
"N4BP1"	"N4bp1"
"CNDP2"	"Cndp2"
"CWC27"	"Cwc27"
"DDX17"	"Ddx17"
"RIOX2"	"Riox2"
"GBP3"	"Gbp3"
"WLS"	"Wls"
"DLD"	"Dld"
"ASAP1"	"Asap1"
"ALDH2"	"Aldh2"
"TNRC6A"	"Tnrc6a"
"MPEG1"	"Mpeg1"
"CCT2"	"Cct2"
"NUDCD3"	"Nudcd3"
"UBE2E1"	"Ube2e1"
"BMS1"	"Bms1"
"ABTB1"	"Abtb1"
"SHOC2"	"Shoc2"
"LRRC58"	"Lrrc58"
"AC002996.1"	"Aldh2"
"FKBP1A"	"Fkbp1a"
"PTPRJ"	"Ptprj"
"HSD17B11"	"Hsd17b11"
"MSL2"	"Msl2"
"TIMM10B"	"Timm10b"
"TPST2"	"Tpst2"
"PITPNA"	"Pitpna"
"AC084337.2"	"Timm10b"
"PRCP"	"Prcp"
"YTHDF1"	"Ythdf1"
"NR1D2"	"Nr1d2"
"PSMA5"	"Psma5"
"NPAT"	"Npat"
"TGIF1"	"Tgif1"
"THOC7"	"Thoc7"
"ZMYND11"	"Zmynd11"
"TSPAN13"	"Tspan13"
"IMPACT"	"Impact"
"SMAD2"	"Smad2"
"ZDHHC20"	"Zdhhc20"
"AC069368.1"	"Plekho2"
"ING1"	"Ing1"
"PLEKHO2"	"Plekho2"
"MXD4"	"Mxd4"
"CAB39L"	"Cab39l"
"CCT3"	"Cct3"
"ARL2BP"	"Arl2bp"
"HMGCS1"	"Hmgcs1"
"TMX3"	"Tmx3"
"ZFY"	"Zfx"
"CTDSPL2"	"Ctdspl2"
"SEC23B"	"Sec23b"
"PWP1"	"Pwp1"
"CTBP1"	"Ctbp1"
"EP400"	"Ep400"
"RAD23B"	"Rad23b"
"SLC25A36"	"Slc25a36"
"NMI"	"Nmi"
"CALCRL"	"Calcrl"
"GIMAP1-GIMAP5"	"Gimap3"
"GIMAP5"	"Gimap3"
"LARP4"	"Larp4"
"NDUFC2"	"Ndufc2"
"NDUFC2-KCTD14"	"Ndufc2"
"ACOT9"	"Acot9"
"BAZ1B"	"Baz1b"
"RPS6KA1"	"Rps6ka1"
"FABP5"	"Fabp5"
"PSMD6"	"Psmd6"
"FABP4"	"Fabp4"
"PHF14"	"Phf14"
"CREM"	"Crem"
"USP14"	"Usp14"
"SYNJ1"	"Synj1"
"NUP98"	"Nup98"
"JTB"	"Jtb"
"FAM193A"	"Fam193a"
"SLC39A1"	"Slc39a1"
"RIOK3"	"Riok3"
"AGTPBP1"	"Agtpbp1"
"LRRC41"	"Lrrc41"
"AL358472.7"	"Jtb"
"C1QBP"	"C1qbp"
"CORO7"	"Coro7"
"ARF4"	"Arf4"
"NIN"	"Nin"
"SEL1L"	"Sel1l"
"ANKRD10"	"Ankrd10"
"MAP3K1"	"Map3k1"
"ERI3"	"Eri3"
"GINS3"	"Gins3"
"CHCHD1"	"Chchd1"
"ACVRL1"	"Acvrl1"
"TRIM16L"	"Trim16"
"CORO7-PAM16"	"Coro7"
"SRSF9"	"Srsf9"
"ASXL2"	"Asxl2"
"CDCA3"	"Cdca3"
"EPS15"	"Eps15"
"TRA2A"	"Tra2a"
"UBE2L5"	"Ube2l3"
"P4HA1"	"P4ha1"
"ORAI1"	"Orai1"
"JAGN1"	"Jagn1"
"KIAA0100"	"2610507B11Rik"
"KDM6B"	"Kdm6b"
"SRP72"	"Srp72"
"C12orf45"	"D10Wsu102e"
"CLCC1"	"Clcc1"
"STX3"	"Stx3"
"PSME4"	"Psme4"
"MYD88"	"Myd88"
"SART3"	"Sart3"
"NSMCE2"	"Nsmce2"
"TRIM16"	"Trim16"
"AQR"	"Aqr"
"KRR1"	"Krr1"
"LSM6"	"Lsm6"
"ALOX5AP"	"Alox5ap"
"SUPT16H"	"Supt16"
"PLCL2"	"Plcl2"
"KLF10"	"Klf10"
"PITPNB"	"Pitpnb"
"DYNLL1"	"BC048507"
"NIPA2"	"Nipa2"
"GPD2"	"Gpd2"
"C4orf3"	"1810037I17Rik"
"DNAJC9"	"Dnajc9"
"FUBP1"	"Fubp1"
"SUPV3L1"	"Supv3l1"
"RRP8"	"Rrp8"
"TRIB2"	"Trib2"
"PSMB2"	"Psmb2"
"NR4A1"	"Nr4a1"
"MRPL41"	"Mrpl41"
"MAEA"	"Maea"
"PUM3"	"Pum3"
"BFAR"	"Bfar"
"UQCRB"	"Uqcrb"
"RASD1"	"Rasd1"
"NDUFS3"	"Ndufs3"
"DICER1"	"Dicer1"
"TSHZ1"	"Tshz1"
"CELF1"	"Celf1"
"RBM5"	"Rbm5"
"MYO1E"	"Myo1e"
"TAF10"	"Taf10"
"PHLDA1"	"Phlda1"
"EPC1"	"Epc1"
"KMT2D"	"Kmt2d"
"IL17RA"	"Il17ra"
"CEP295"	"Cep295"
"JMY"	"Jmy"
"FAM76A"	"Fam76a"
"HOPX"	"Hopx"
"HADHB"	"Hadhb"
"GTPBP4"	"Gtpbp4"
"IL2RG"	"Il2rg"
"EIF6"	"Eif6"
"AL590764.2"	"Il2rg"
"SPG21"	"Spg21"
"TAP2"	"Tap2"
"ISCA1"	"Isca1"
"PDCD6"	"Pdcd6"
"AL669918.1"	"Tap2"
"HLA-DOB"	"H2-Ob"
"CDK13"	"Cdk13"
"TPT1"	"Tpt1"
"NAA50"	"Naa50"
"DSTN"	"Dstn"
"MFHAS1"	"Mfhas1"
"ERP29"	"Erp29"
"RALB"	"Ralb"
"ISCU"	"Iscu"
"ERI1"	"Eri1"
"IRF2BPL"	"Irf2bpl"
"PARP4"	"Parp4"
"GRSF1"	"Grsf1"
"PSMC2"	"Psmc2"
"TCF7L2"	"Tcf7l2"
"SH3GLB2"	"Sh3glb2"
"MBD1"	"Mbd1"
"SMIM13"	"Smim13"
"TRBC1"	"Trbc1"
"CKLF"	"Cklf"
"TMEM245"	"Tmem245"
"ATXN10"	"Atxn10"
"ANP32A"	"Anp32a"
"TRBC2"	"Trbc1"
"ZRANB2"	"Zranb2"
"VPS37B"	"Vps37b"
"PRPF39"	"Prpf39"
"KDM5A"	"Kdm5a"
"CDC7"	"Cdc7"
"HIRA"	"Hira"
"GOLGB1"	"Golgb1"
"API5"	"Api5"
"UFD1"	"Ufd1"
"ARHGAP15"	"Arhgap15"
"SLC11A2"	"Slc11a2"
"STIM1"	"Stim1"
"DYNLRB1"	"Dynlrb1"
"KDM3A"	"Kdm3a"
"ATP6V0D1"	"Atp6v0d1"
"UBXN7"	"Ubxn7"
"RNMT"	"Rnmt"
"CRNKL1"	"Crnkl1"
"GAS7"	"Gas7"
"NRBP1"	"Nrbp1"
"BNIP2"	"Bnip2"
"GNS"	"Gns"
"NDFIP2"	"Ndfip2"
"GRK2"	"Grk2"
"MS4A4A"	"Ms4a4c"
"PSMA3"	"Psma3"
"IGHM"	"Ighm"
"MS4A4E"	"Ms4a4c"
"UBASH3B"	"Ubash3b"
"TRPS1"	"Trps1"
"AP2A2"	"Ap2a2"
"C12orf57"	"Grcc10"
"TRAPPC13"	"Trappc13"
"FRY"	"Fry"
"ARL6IP1"	"Arl6ip1"
"HIBADH"	"Hibadh"
"PDLIM5"	"Pdlim5"
"MLEC"	"Mlec"
"POR"	"Por"
"RMND5A"	"Rmnd5a"
"RPS8"	"Rps8"
"RNF103-CHMP3"	"Chmp3"
"CHMP3"	"Chmp3"
"LRCH3"	"Lrch3"
"EFCAB14"	"Efcab14"
"SMG1"	"Smg1"
"EGR2"	"Egr2"
"MED13L"	"Med13l"
"ANXA7"	"Anxa7"
"MS4A1"	"Ms4a1"
"EXOSC8"	"Exosc8"
"ARNTL"	"Arntl"
"UTP23"	"Utp23"
"NCF1"	"Ncf1"
"SLC44A1"	"Slc44a1"
"KMT2A"	"Kmt2a"
"PLK3"	"Plk3"
"C1orf54"	"BC028528"
"KLHL9"	"Klhl9"
"ZCCHC24"	"Zcchc24"
"CIR1"	"Cir1"
"NUDT3"	"Nudt3"
"VAMP8"	"Vamp8"
"BLNK"	"Blnk"
"AL645941.2"	"H2-DMb1"
"CLIC4"	"Clic4"
"AP001267.5"	"Kmt2a"
"TAF13"	"Taf13"
"MAZ"	"Maz"
"TRPM7"	"Trpm7"
"TMEM50B"	"Tmem50b"
"TBC1D1"	"Tbc1d1"
"UBE2W"	"Ube2w"
"IFNGR2"	"Ifngr2"
"PRKCD"	"Prkcd"
"RAPGEF2"	"Rapgef2"
"AC022826.2"	"Ube2w"
"PLK2"	"Plk2"
"BTK"	"Btk"
"YKT6"	"Ykt6"
"RABGAP1"	"Rabgap1"
"VPS13D"	"Vps13d"
"CD86"	"Cd86"
"RASSF4"	"Rassf4"
"N4BP2L1"	"N4bp2l1"
"SENP5"	"Senp5"
"KCTD20"	"Kctd20"
"ARHGAP17"	"Arhgap17"
"NELFE"	"Nelfe"
"MRPL51"	"Mrpl51"
"HNRNPH2"	"Hnrnph2"
"MLXIP"	"Mlxip"
"PEX19"	"Pex19"
"RHOA"	"Rhoa"
"FNBP4"	"Fnbp4"
"DGAT1"	"Dgat1"
"DCAF8"	"Dcaf8"
"MSH2"	"Msh2"
"RCC2"	"Rcc2"
"NFIA"	"Nfia"
"SNX5"	"Snx5"
"HERC2"	"Herc2"
"RAB6A"	"Rab6a"
"TCP11L2"	"Tcp11l2"
"KLF3"	"Klf3"
"MPDU1"	"Mpdu1"
"NAA60"	"Naa60"
"CCDC86"	"Ccdc86"
"PTP4A3"	"Ptp4a3"
"BRI3BP"	"Bri3bp"
"ATP6V1E1"	"Atp6v1e1"
"ZEB2"	"Zeb2"
"SMC1A"	"Smc1a"
"CAP1"	"Cap1"
"INO80B-WBP1"	"Ino80b"
"INO80B"	"Ino80b"
"PITRM1"	"Pitrm1"
"PTPA"	"Ptpa"
"DBR1"	"Dbr1"
"CD69"	"Cd69"
"TTC3"	"Ttc3"
"MRPS24"	"Mrps24"
"FOXN2"	"Foxn2"
"ZMIZ2"	"Zmiz2"
"MRPL24"	"Mrpl24"
"PRPF19"	"Prpf19"
"SNRPC"	"Snrpc"
"C9orf16"	"1110008P14Rik"
"CRK"	"Crk"
"HEG1"	"Heg1"
"UBE2E3"	"Ube2e3"
"ANO6"	"Ano6"
"RAP1B"	"Rap1b"
"CD2BP2"	"Cd2bp2"
"GRAP"	"Grap"
"NUDT4B"	"Nudt4"
"DNAJC25"	"Dnajc25"
"CDC42SE1"	"Cdc42se1"
"S1PR1"	"S1pr1"
"PKNOX1"	"Pknox1"
"PDCD10"	"Pdcd10"
"TBCC"	"Tbcc"
"ACAA2"	"Acaa2"
"IRF5"	"Irf5"
"ARAF"	"Araf"
"ATRX"	"Atrx"
"ATP2C1"	"Atp2c1"
"MAN1A2"	"Man1a2"
"CSNK2A1"	"Csnk2a1"
"PDS5A"	"Pds5a"
"MDH2"	"Mdh2"
"LAMTOR5"	"Lamtor5"
"BORCS6"	"Borcs6"
"NSUN6"	"Nsun6"
"DNAJC21"	"Dnajc21"
"TMEM243"	"Tmem243"
"CETN3"	"Cetn3"
"PPP2R5C"	"Ppp2r5c"
"DMTF1"	"Dmtf1"
"UBAP2L"	"Ubap2l"
"RPRD2"	"Rprd2"
"B3GNT5"	"B3gnt5"
"ATP5PO"	"Atp5o"
"KITLG"	"Kitl"
"DONSON"	"Atp5o"
"RASA2"	"Rasa2"
"TMEM192"	"Tmem192"
"ANKRD49"	"Ankrd49"
"CHUK"	"Chuk"
"EML3"	"Eml3"
"GRAPL"	"Grap"
"SPEN"	"Spen"
"DHFR"	"Dhfr"
"AC079594.2"	"Trim59"
"TRIM59"	"Trim59"
"RBM7"	"Rbm7"
"WASF2"	"Wasf2"
"ETNK1"	"Etnk1"
"AP002373.1"	"Rbm7"
"REXO2"	"Rexo2"
"YWHAG"	"Ywhag"
"WIPI2"	"Wipi2"
"RLIM"	"Rlim"
"SNW1"	"Snw1"
"TLE3"	"Tle3"
"CRBN"	"Crbn"
"PDE4D"	"Pde4d"
"TRNT1"	"Trnt1"
"FILIP1L"	"Filip1l"
"ARFGEF2"	"Arfgef2"
"KDM3B"	"Kdm3b"
"TXNDC16"	"Txndc16"
"BAZ2B"	"Baz2b"
"GLIPR2"	"Glipr2"
"PARP1"	"Parp1"
"ARID2"	"Arid2"
"UBE2J2"	"Ube2j2"
"SLC25A52"	"Slc25a51"
"FBXO30"	"Fbxo30"
"SMIM7"	"Smim7"
"SURF4"	"Surf4"
"GTF3C6"	"Gtf3c6"
"C9orf64"	"2210016F16Rik"
"RANBP9"	"Ranbp9"
"RAB11FIP1"	"Rab11fip1"
"ZBTB44"	"Zbtb44"
"CUL4B"	"Cul4b"
"CLTA"	"Clta"
"TOB1"	"Tob1"
"TMEM50A"	"Tmem50a"
"PSMG2"	"Psmg2"
"SERTAD2"	"Sertad2"
"RNF115"	"Rnf115"
"LMBR1L"	"Lmbr1l"
"CNOT1"	"Cnot1"
"EIF3G"	"Eif3g"
"GIGYF2"	"Gigyf2"
"ACOT1"	"Acot2"
"ACOT2"	"Acot2"
"SEPHS2"	"Sephs2"
"EGR1"	"Egr1"
"ACAP2"	"Acap2"
"PPP1R2B"	"Ppp1r2"
"CD83"	"Cd83"
"PPP1R2"	"Ppp1r2"
"PMEPA1"	"Pmepa1"
"RNF216"	"Rnf216"
"ERO1A"	"Ero1l"
"SERPINE2"	"Serpine2"
"XPO1"	"Xpo1"
"ARPC1A"	"Arpc1a"
"CPSF4"	"Cpsf4"
"DENND4A"	"Dennd4a"
"SMCHD1"	"Smchd1"
"MRPL10"	"Mrpl10"
"CFL2"	"Cfl2"
"TTPAL"	"Ttpal"
"EML4"	"Eml4"
"BORCS8"	"Borcs8"
"TMEM214"	"Tmem214"
"BORCS8-MEF2B"	"Borcs8"
"ARPC4"	"Arpc4"
"NAE1"	"Nae1"
"RAB11B"	"Rab11b"
"SSR3"	"Ssr3"
"R3HDM1"	"R3hdm1"
"STAU1"	"Stau1"
"OTUD1"	"Otud1"
"MAT2B"	"Mat2b"
"SQSTM1"	"Sqstm1"
"DTNBP1"	"Dtnbp1"
"RPS12"	"Rps12"
"PSENEN"	"Psenen"
"TNFAIP3"	"Tnfaip3"
"GLUD2"	"Glud1"
"CCZ1"	"Ccz1"
"DHCR24"	"Dhcr24"
"PARG"	"Parg"
"DAXX"	"Daxx"
"DVL2"	"Dvl2"
"DNMT1"	"Dnmt1"
"PIK3CD"	"Pik3cd"
"VPS16"	"Vps16"
"RXRB"	"Rxrb"
"BSCL2"	"Bscl2"
"QKI"	"Qk"
"KANSL1"	"Kansl1"
"INIP"	"Inip"
"SLC35B3"	"Slc35b3"
"DPP7"	"Dpp7"
"NUB1"	"Nub1"
"PTPRA"	"Ptpra"
"SCYL2"	"Scyl2"
"SYNGR2"	"Syngr2"
"CEBPG"	"Cebpg"
"SDF2L1"	"Sdf2l1"
"PBDC1"	"Pbdc1"
"FGFR1"	"Fgfr1"
"ATP10D"	"Atp10d"
"FLOT2"	"Flot2"
"PNPO"	"Pnpo"
"AZI2"	"Azi2"
"CYFIP2"	"Cyfip2"
"INTS11"	"Ints11"
"NKTR"	"Nktr"
"MGAT2"	"Mgat2"
"MAU2"	"Mau2"
"RNF130"	"Rnf130"
"SMC3"	"Smc3"
"HCST"	"Hcst"
"BIRC5"	"Birc5"
"NFKBID"	"Nfkbid"
"SS18L2"	"Ss18l2"
"STARD7"	"Stard7"
"HMGN5"	"Hmgn5"
"CCDC115"	"Ccdc115"
"TMEM242"	"Tmem242"
"ZFR"	"Zfr"
"G2E3"	"G2e3"
"GATAD2A"	"Gatad2a"
"SNX3"	"Snx3"
"KARS1"	"Kars"
"YARS1"	"Yars"
"SFT2D1"	"Sft2d1"
"SCAP"	"Scap"
"PPP2R3C"	"Ppp2r3c"
"MPC1"	"Mpc1"
"SARAF"	"Saraf"
"MAPK1"	"Mapk1"
"FNTA"	"Fnta"
"SMARCA5"	"Smarca5"
"BIN3"	"Bin3"
"KLRD1"	"Klrd1"
"GMFB"	"Gmfb"
"PPIL4"	"Ppil4"
"KRAS"	"Kras"
"TOPBP1"	"Topbp1"
"DHFR2"	"Dhfr"
"AC092647.5"	"Mrps17"
"MRPS17"	"Mrps17"
"DPM1"	"Dpm1"
"GINM1"	"Ginm1"
"SWAP70"	"Swap70"
"TBCB"	"Tbcb"
"MIF"	"Mif"
"CGRRF1"	"Cgrrf1"
"TRNAU1AP"	"Trnau1ap"
"LRP6"	"Lrp6"
"NPEPL1"	"Npepl1"
"CD82"	"Cd82"
"DCTN6"	"Dctn6"
"PDCD2L"	"Pdcd2l"
"SRSF5"	"Srsf5"
"RIC1"	"Ric1"
"AC092073.1"	"Pdcd2l"
"CAPNS1"	"Capns1"
"HIRIP3"	"Hirip3"
"RNF19B"	"Rnf19b"
"MYL12B"	"Myl12b"
"UBE2H"	"Ube2h"
"C1orf52"	"2410004B18Rik"
"DDX54"	"Ddx54"
"CCDC12"	"Ccdc12"
"G3BP2"	"G3bp2"
"DDX18"	"Ddx18"
"ZNF260"	"Zfp260"
"ZFP36L1"	"Zfp36l1"
"CSRNP1"	"Csrnp1"
"NDUFV2"	"Ndufv2"
"SLC9A3R1"	"Slc9a3r1"
"SIVA1"	"Siva1"
"SMARCC1"	"Smarcc1"
"SPIN1"	"Spin1"
"POLR2G"	"Polr2g"
"SYVN1"	"Syvn1"
"C9orf78"	"BC005624"
"PHF12"	"Phf12"
"GPS1"	"Gps1"
"HDAC1"	"Hdac1"
"TOMM70"	"Tomm70a"
"GTF2H5"	"Gtf2h5"
"EDEM1"	"Edem1"
"ZMYM2"	"Zmym2"
"MARK2"	"Mark2"
"PRKD2"	"Prkd2"
"VTA1"	"Vta1"
"CDC37"	"Cdc37"
"TWSG1"	"Twsg1"
"PSTPIP1"	"Pstpip1"
"MRTO4"	"Mrto4"
"CKS2"	"Cks2"
"SSRP1"	"Ssrp1"
"HERC4"	"Herc4"
"EHBP1L1"	"Ehbp1l1"
"ARL3"	"Arl3"
"APIP"	"Apip"
"SMAD4"	"Smad4"
"XIAP"	"Xiap"
"EMC2"	"Emc2"
"ZC3H10"	"Zc3h10"
"ITPR2"	"Itpr2"
"ASCC3"	"Ascc3"
"LAP3"	"Lap3"
"RIPK2"	"Ripk2"
"CDK4"	"Cdk4"
"LYST"	"Lyst"
"SRRM2"	"Srrm2"
"AP2S1"	"Ap2s1"
"DERL1"	"Derl1"
"MED28"	"Med28"
"LBH"	"Lbh"
"CBX4"	"Cbx4"
"MED30"	"Med30"
"HSPA2"	"Hspa2"
"YAF2"	"Yaf2"
"SCFD1"	"Scfd1"
"C5AR1"	"C5ar1"
"TCP1"	"Tcp1"
"CCDC88A"	"Ccdc88a"
"EMC3"	"Emc3"
"MGAT1"	"Mgat1"
"POLR3K"	"Polr3k"
"TAF1L"	"Taf1"
"SNRNP25"	"Snrnp25"
"ACAT2"	"Acat2"
"C3orf14"	"3830406C13Rik"
"MAPK1IP1L"	"Mapk1ip1l"
"RPAP3"	"Rpap3"
"NAPA"	"Napa"
"GIGYF1"	"Gigyf1"
"RARS1"	"Rars"
"CENPC"	"Cenpc1"
"RAD23A"	"Rad23a"
"PPP3CA"	"Ppp3ca"
"PRKAB1"	"Prkab1"
"EIF4A3"	"Eif4a3"
"SELENOW"	"Selenow"
"HIGD1A"	"Higd1a"
"RRP1"	"Rrp1"
"LCORL"	"Lcorl"
"METTL1"	"Mettl1"
"LIG1"	"Lig1"
"NHP2"	"Nhp2"
"NDUFA5"	"Ndufa5"
"ANAPC2"	"Anapc2"
"STAP1"	"Stap1"
"SECISBP2"	"Secisbp2"
"SSNA1"	"Ssna1"
"PUM2"	"Pum2"
"TSPAN3"	"Tspan3"
"KIN"	"Kin"
"PAIP2"	"Paip2"
"ATG4D"	"Atg4d"
"OSTF1"	"Ostf1"
"CCDC124"	"Ccdc124"
"DDOST"	"Ddost"
"SLC4A1AP"	"Slc4a1ap"
"USE1"	"Use1"
"CCDC88B"	"Ccdc88b"
"PSPH"	"Psph"
"UBA6"	"Uba6"
"TMF1"	"Tmf1"
"TRAF3"	"Traf3"
"TEX264"	"Tex264"
"RPIA"	"Rpia"
"IL6"	"Il6"
"POLD4"	"Pold4"
"INTS13"	"Ints13"
"CAPRIN1"	"Caprin1"
"ZC3H12A"	"Zc3h12a"
"LAT2"	"Lat2"
"AP003419.1"	"Pold4"
"POLE3"	"Pole3"
"PYHIN1"	"Mndal"
"SNRPD1"	"Snrpd1"
"MRPL43"	"Mrpl43"
"ARHGAP26"	"Arhgap26"
"GRIPAP1"	"Gripap1"
"KDM1A"	"Kdm1a"
"ANAPC15"	"Anapc15"
"SIPA1"	"Sipa1"
"EBF1"	"Ebf1"
"CD22"	"Cd22"
"FBXO34"	"Fbxo34"
"STK4"	"Stk4"
"ZBTB2"	"Zbtb2"
"HIF1A"	"Hif1a"
"NUMA1"	"Numa1"
"ABLIM1"	"Ablim1"
"PPP1R15A"	"Ppp1r15a"
"CHM"	"Chm"
"CLTC"	"Cltc"
"NUCB1"	"Nucb1"
"AASDHPPT"	"Aasdhppt"
"KBTBD3"	"Kbtbd3"
"SEMA4D"	"Sema4d"
"CAMP"	"Camp"
"DNAJC19"	"Dnajc19"
"RUVBL2"	"Ruvbl2"
"VCPIP1"	"Vcpip1"
"TCF4"	"Tcf4"
"NARF"	"Narf"
"MIER1"	"Mier1"
"ZHX1-C8orf76"	"9130401M01Rik"
"TRIP11"	"Trip11"
"URI1"	"Uri1"
"SLC16A6"	"Slc16a6"
"STT3B"	"Stt3b"
"KAT6B"	"Kat6b"
"PPP2R5A"	"Ppp2r5a"
"TATDN2"	"Tatdn2"
"CFAP36"	"Cfap36"
"SEC13"	"Sec13"
"IPO7"	"Ipo7"
"IFI16"	"Mndal"
"NBR1"	"Nbr1"
"AURKAIP1"	"Aurkaip1"
"DOCK2"	"Dock2"
"MYO5A"	"Myo5a"
"AC022384.1"	"Tatdn2"
"PARP3"	"Parp3"
"NUDT4"	"Nudt4"
"SP110"	"Sp110"
"WDR45B"	"Wdr45b"
"LBR"	"Lbr"
"TFE3"	"Tfe3"
"SYNE1"	"Syne1"
"FBXW2"	"Fbxw2"
"NOLC1"	"Nolc1"
"PTS"	"Pts"
"AC007040.2"	"Tex261"
"NISCH"	"Nisch"
"NAGK"	"Nagk"
"ABHD17B"	"Abhd17b"
"Z83844.1"	"Nol12"
"NOL12"	"Nol12"
"TEX261"	"Tex261"
"OTUB1"	"Otub1"
"ELF1"	"Elf1"
"COX20"	"Cox20"
"C1D"	"C1d"
"PPP1R13B"	"Ppp1r13b"
"CRELD2"	"Creld2"
"MRPL34"	"Mrpl34"
"SRP14"	"Srp14"
"MBNL2"	"Mbnl2"
"PPP6C"	"Ppp6c"
"ESF1"	"Esf1"
"ING3"	"Ing3"
"CCZ1B"	"Ccz1"
"SF3B5"	"Sf3b5"
"CCNL2"	"Ccnl2"
"ZMYND8"	"Zmynd8"
"LRIF1"	"Lrif1"
"MYH9"	"Myh9"
"IL4R"	"Il4ra"
"IRF3"	"Irf3"
"MYL4"	"Myl4"
"DGKD"	"Dgkd"
"TFDP2"	"Tfdp2"
"CSF2RA"	"Csf2ra"
"CLP1"	"Clp1"
"ERH"	"Erh"
"LATS2"	"Lats2"
"GLUD1"	"Glud1"
"UBXN6"	"Ubxn6"
"TRMT11"	"Trmt11"
"PDCD11"	"Pdcd11"
"RSL1D1"	"Rsl1d1"
"RALGAPA1"	"Ralgapa1"
"NFKB1"	"Nfkb1"
"METRNL"	"Metrnl"
"CMTM7"	"Cmtm7"
"EIF4E"	"Eif4e"
"MAP4K4"	"Map4k4"
"LRPAP1"	"Lrpap1"
"DNAJC5"	"Dnajc5"
"KMT2C"	"Kmt2c"
"STIP1"	"Stip1"
"RSU1"	"Rsu1"
"ERCC5"	"Ercc5"
"APBB1IP"	"Apbb1ip"
"GSPT1"	"Gspt1"
"UBE2I"	"Ube2i"
"RASSF1"	"Rassf1"
"LSM4"	"Lsm4"
"ELAVL1"	"Elavl1"
"SUSD6"	"Susd6"
"THUMPD3"	"Thumpd3"
"EIF2AK2"	"Eif2ak2"
"SNRK"	"Snrk"
"RNF146"	"Rnf146"
"POLR2F"	"Polr2f"
"TMSB10"	"Gm9844"
"RUNX1"	"Runx1"
"SUPT5H"	"Supt5"
"NCAPG2"	"Ncapg2"
"CDC40"	"Cdc40"
"ABI1"	"Abi1"
"EPB41"	"Epb41"
"NUP85"	"Nup85"
"BST2"	"Bst2"
"TIMM50"	"Timm50"
"MGA"	"Mga"
"QTRT1"	"Qtrt1"
"LGALS13"	"Lgals9"
"GAPVD1"	"Gapvd1"
"LGALS16"	"Lgals9"
"LGALS14"	"Lgals9"
"RRAD"	"Rrad"
"ANGEL2"	"Angel2"
"NPEPPS"	"Npepps"
"DYNC1LI1"	"Dync1li1"
"NAMPT"	"Nampt"
"IL21R"	"Il21r"
"TMEM128"	"Tmem128"
"GPR183"	"Gpr183"
"CEBPZOS"	"Cebpzos"
"CEBPZ"	"Cebpz"
"MRPL27"	"Mrpl27"
"GK5"	"Gk5"
"CENPE"	"Cenpe"
"TAF1"	"Taf1"
"SNX1"	"Snx1"
"CARS1"	"Cars"
"ACTR1A"	"Actr1a"
"MRPS7"	"Mrps7"
"HP1BP3"	"Hp1bp3"
"SPCS3"	"Spcs3"
"AP1S2"	"Ap1s2"
"ESYT2"	"Esyt2"
"HSPA1A"	"Hspa1a"
"BLVRB"	"Blvrb"
"TEC"	"Tec"
"POLR2J"	"Polr2j"
"RSBN1L"	"Rsbn1l"
"ARHGAP25"	"Arhgap25"
"ZBTB11"	"Zbtb11"
"FBXO32"	"Fbxo32"
"CUL5"	"Cul5"
"EVL"	"Evl"
"NR1H2"	"Nr1h2"
"UHMK1"	"Uhmk1"
"MOCS2"	"Mocs2"
"PFDN4"	"Pfdn4"
"PSMD11"	"Psmd11"
"HSPA1B"	"Hspa1a"
"SAR1B"	"Sar1b"
"NDUFAF8"	"Ndufaf8"
"CD40"	"Cd40"
"SLC50A1"	"Slc50a1"
"UBE2D1"	"Ube2d1"
"COMMD4"	"Commd4"
"PARK7"	"Park7"
"ARHGEF2"	"Arhgef2"
"LRCH1"	"Lrch1"
"AC026464.4"	"Vps4a"
"SERPINB6"	"Serpinb6a"
"FLII"	"Flii"
"ABHD17A"	"Abhd17a"
"VPS4A"	"Vps4a"
"AKR1A1"	"Akr1a1"
"VPS37A"	"Vps37a"
"PDHA1"	"Pdha1"
"STAT1"	"Stat1"
"VEZF1"	"Vezf1"
"POLR2J3"	"Polr2j"
"TFAM"	"Tfam"
"MRPL13"	"Mrpl13"
"NDUFA12"	"Ndufa12"
"LTB"	"Ltb"
"POLR2J2"	"Polr2j"
"AC105052.3"	"Polr2j"
"DDX46"	"Ddx46"
"ABL2"	"Abl2"
"CTSE"	"Ctse"
"OS9"	"Os9"
"RBMXL1"	"Rbmxl1"
"IQGAP2"	"Iqgap2"
"SLC25A51"	"Slc25a51"
"AGO2"	"Ago2"
"EXOSC3"	"Exosc3"
"KLK8"	"Klk8"
"PHTF2"	"Phtf2"
