IngenuityCanonicalPathways,GroupCount,key,AllMolecules,pathsize,M_activated_ratio,M_inhibited_ratio,M_noZ_ratio,M_notSig_ratio,J_activated_ratio,J_inhibited_ratio,J_noZ_ratio,J_notSig_ratio,M_GlobalActivated,M_GlobalInhibited,M_GlobalNoDirection,M_GlobalNotSignificant,J_GlobalActivated,J_GlobalInhibited,J_GlobalNoDirection,J_GlobalNotSignificant,activeTissue,inactiveTissue
"Lymphotoxin β Receptor Signaling",11,X229,"AKT1,AKT2,APAF1,BCL2L1,BIRC2,CASP3,CHUK,CREBBP,CYCS,DIABLO,EP300,IKBKB,LTB,MAP3K14,MAPK3,NFKB1,NFKB2,NFKBID,PDPK1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,RELA,RELB,TRAF1,TRAF2,TRAF3,TRAF4,TRAF5,TRAF6,VCAM1",34,0.0833333333333333,0.208333333333333,0,0.208333333333333,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"MSP-RON Signaling In Cancer Cells Pathway",6,X230,"ACTA2,AKT1,AKT2,ARNT,ATF2,BRAF,CCND1,CREB1,CREB3,CREBBP,CSF2RB,EGFR,ELF4,ELK3,ETS2,FLNA,GRB2,HRAS,ITGB1,KLK8,KRAS,LEF1,MAP2K1,MAP2K2,MAPK3,MET,MTOR,MYC,NFKB1,NFKB2,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PTK2B,RAF1,RAP2A,RAP2B,RASD1,RELA,RPS6KA3,RRAS,RRAS2,SFN,SMAD2,SP1,TCF3,TCF4,TCF7L2,TRIM24,Tcf7,VHL,VIM,YWHAE,YWHAG,YWHAQ",57,0.0833333333333333,0.125,0,0.291666666666667,0.0833333333333333,0,0,0.416666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"MSP-RON Signaling In Macrophages Pathway",1,X231,"CHUK,CIITA,GRB2,HLA-DMB,HLA-DOA,HLA-DOB,HRAS,IFNGR2,ITGB2,JAK2,KRAS,NFKB1,NFKB2,NRAS,PIK3C3,PIK3CB,PTGS2,RAP2A,RAP2B,RELA,RRAS,STAT1,TNF",23,0,0,0,0.5,0,0.0833333333333333,0,0.416666666666667,0,0,0,0.5,0,0.5,0,0,inhibited,not_sig
"Macropinocytosis Signaling",10,X232,"ABI1,ACTN4,ANKFY1,CD14,CSF1,HRAS,ITGA5,ITGB1,ITGB2,KRAS,MET,MRC1,NRAS,PAK1,PDGFA,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKD3,RAB34,RAB5A,RAC1,RALA,RAP2A,RAP2B,RASD1,RRAS,RRAS2,USP6NL",38,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0.333333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Mechanisms of Viral Exit from Host Cells",3,X233,"ACTA1,CHMP2A,CHMP2B,CHMP6,PDCD6IP,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKD3,SH3GL1,SH3GLB2,SNF8,VPS36,VPS4A,XPO1",17,0,0,0.125,0.375,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Melanocyte Development and Pigmentation Signaling",5,X234,"ADCY7,ATF2,BCL2,CREBBP,EP300,GRB2,HRAS,KITLG,KRAS,MAP2K1,MAP2K2,MAPK3,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PLCG2,PRKACB,PRKAG1,PRKAR2A,PTPN11,RAF1,RAP2A,RAP2B,RASD1,RPS6KA3,RPS6KA5,RPS6KB1,RRAS,RRAS2,SHC1,SOS1,SOS2",34,0.0416666666666667,0.0416666666666667,0,0.416666666666667,0.25,0,0,0.25,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Melanoma Signaling",7,X235,"AKT1,AKT2,BAD,BRAF,CCND1,CDK4,E2F1,HRAS,KRAS,MAP2K1,MAP2K2,MAPK3,MDM2,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,RAF1,RALA,RAP2A,RAP2B,RASD1,RB1,RRAS,RRAS2,TP53",29,0.125,0.125,0,0.25,0.0833333333333333,0,0,0.416666666666667,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Melatonin Degradation III",2,X236,"MPO",1,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Methylglyoxal Degradation I",1,X237,"GLO1,HAGH",2,0,0,0,0.5,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"Methylthiopropionate Biosynthesis",2,X238,"ADI1",1,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Mevalonate Pathway I",1,X239,"ACAA2,ACAT1,ACAT2,HADHB,HMGCS1",5,0.0416666666666667,0,0,0.458333333333333,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Mismatch Repair in Eukaryotes",10,X240,"FEN1,MSH2,MSH3,MSH6,POLD1,RFC1,RFC2,RFC3,RFC4,RPA1",10,0,0,0.208333333333333,0.291666666666667,0,0,0.416666666666667,0.0833333333333333,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Mitochondrial Dysfunction",1,X241,"ACO2,AIFM1,ATP5MC1,BCL2,CASP3,CASP8,CAT,COX10,COX6B2,CPT1A,CYC1,CYCS,GPD2,GPX7,GSR,HSD17B10,HTRA2,LRRK2,MAPK8,NDUFA10,NDUFA11,NDUFA4L2,NDUFAF2,NDUFB3,NDUFB6,NDUFS1,NDUFS2,NDUFV1,PRDX3,PSEN1,SDHA,SURF1,TRAK1,TXN2,UQCRFS1,XDH",36,0,0,0.0416666666666667,0.458333333333333,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Mitochondrial L-carnitine Shuttle Pathway",2,X242,"ACSL1,ACSL3,ACSL4,ACSL5,CPT1A,SLC27A4",6,0.0416666666666667,0,0.0416666666666667,0.416666666666667,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Mitotic Roles of Polo-Like Kinase",17,X243,"ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC2,ANAPC4,ANAPC7,CAPN1,CCNB2,CDC16,CDC20,CDC25A,CDC26,CDC27,CDC7,CDK1,FZR1,KIF11,KIF23,PLK2,PLK3,PLK4,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PRC1,PTPA,PTTG1,RAD21,SMC3,STAG2,TGFB1",34,0.208333333333333,0.125,0.125,0.0416666666666667,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"Molecular Mechanisms of Cancer",16,X244,"ABL1,ADCY7,AKT1,AKT2,APAF1,APC,ARHGEF12,ARHGEF3,ARHGEF6,ARHGEF7,ATM,ATR,AXIN1,BAD,BAK1,BBC3,BCL2,BCL2L1,BCL2L11,BID,BIRC2,BIRC3,BMP1,BMPR1A,BMPR2,BRAF,CAMK2D,CAMK2G,CASP3,CASP6,CASP8,CBL,CCND1,CCND3,CCNE1,CCNE2,CDC25A,CDK1,CDK13,CDK17,CDK19,CDK2,CDK4,CDK5,CDK6,CDK7,CDK9,CDKN2C,CFLAR,CREBBP,CRK,CTNNA1,CYCS,Cdc42,DAXX,DIABLO,DVL1,E2F1,E2F4,E2F5,EP300,FAS,FNBP1,FOXO1,FYN,FZD5,GNA11,GNA13,GNA15,GNAI3,GNAQ,GRB2,GSK3A,HAT1,HIF1A,HRAS,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,JAK2,KRAS,LEF1,LRP1,LRP6,MAP2K1,MAP2K2,MAP2K4,MAP3K5,MAPK13,MAPK14,MAPK3,MAPK8,MAX,MDM2,MYC,NBN,NF1,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NOTCH1,NRAS,PA2G4,PAK1,PAK2,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCB4,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PSEN1,PSEN2,PTPN11,RABIF,RAC1,RAC2,RAF1,RALA,RALGDS,RAP2A,RAP2B,RAPGEF1,RASA1,RASD1,RB1,RBPJ,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,RRAS,RRAS2,SHC1,SIN3A,SMAD1,SMAD2,SMAD4,SMAD5,SMAD7,SOS1,SOS2,SUV39H1,TAB2,TCF3,TCF4,TFDP1,TGFB1,TGFBR1,TGFBR2,TP53",175,0,0,0.416666666666667,0.0833333333333333,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Molybdenum Cofactor Biosynthesis",1,X245,"MOCS2,NFS1",2,0,0,0.0416666666666667,0.458333333333333,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Mouse Embryonic Stem Cell Pluripotency",6,X246,"AKT1,AKT2,APC,BMPR1A,BMPR2,CREBBP,DVL1,DVL2,FZD5,GRB2,HRAS,ID1,ID2,ID3,IL6ST,JAK2,KRAS,LEF1,MAP2K1,MAP2K2,MAPK13,MAPK14,MAPK3,MYC,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PTPN11,RAF1,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SMAD1,SMAD4,SMAD5,SOS1,SOS2,TCF3,TCF4,TCF7L2,TP53,Tcf7",46,0.0416666666666667,0.166666666666667,0,0.291666666666667,0.0833333333333333,0,0,0.416666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Myc Mediated Apoptosis Signaling",9,X247,"ADRB2,APAF1,BBC3,BCL2,BCL2L1,BCL2L11,BID,CASP3,CASP8,CFLAR,CHUK,CREBBP,CYCS,FAS,IKBKB,MAX,MDM2,MYC,NFKB1,NFKB2,PRKACB,PRKAG1,PRKAR2A,TNF,TNFRSF1A,TNFRSF1B,TP53,TRAF2",28,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.5,0,0,0,0,0,0.5,0,no_direction,activated
"Myo-inositol Biosynthesis",6,X248,"IMPA1,IMPA2,INPP5F,ISYNA1",4,0,0,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0.333333333333333,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"NER Pathway",10,X249,"CCNH,CDK7,CETN2,COPS3,COPS4,COPS5,COPS7A,COPS8,CUL4A,Cops2,DDB1,EP300,ERCC1,ERCC5,ERCC6,GPS1,GTF2H1,GTF2H2,GTF2H5,LIG1,LIG3,MNAT1,POLA1,POLD1,POLD2,POLD4,POLE3,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2I,POLR2L,PRIM1,RAD23B,RFC1,RFC2,RFC3,RFC4,RNF111,RPA1,RPA2,RPA3,TCEA1,TOP2A,TOP2B,UBE2I,UBE2N,USP7,UVSSA,XAB2,XPA,XPC,XRCC1",56,0.333333333333333,0,0.0416666666666667,0.125,0,0,0.0833333333333333,0.416666666666667,0.5,0,0,0,0,0,0.5,0,no_direction,activated
"NF-κB Activation by Viruses",11,X250,"AKT1,AKT2,CHUK,CR2,CXCR5,EIF2AK2,HRAS,IKBKB,ITGAV,ITGB1,KRAS,LCK,MAP3K14,MAPK3,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,TRAF2",42,0.0833333333333333,0.208333333333333,0,0.208333333333333,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"NF-κB Signaling",8,X251,"AKT1,AKT2,ARAF,AZI2,BCL10,BMPR1A,BMPR2,BRAF,CASP8,CHUK,CREBBP,CSNK2A1,CSNK2B,EGFR,EIF2AK2,EP300,FCER1G,FGFR1,FLT1,HDAC1,HDAC2,HRAS,IGF1R,IGF2R,IKBKB,IL1B,IL1R1,IL1R2,IL1RN,IL36G,IRAK1,IRAK3,IRAK4,KRAS,LCK,MALT1,MAP3K14,MAP3K3,MAP3K8,MAPK8,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PDGFRA,PELI1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKACB,PRKCB,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RELB,RRAS,RRAS2,TAB2,TANK,TBK1,TDP2,TGFBR1,TGFBR2,TGFBR3,TLR2,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TNIP1,TRAF2,TRAF3,TRAF5,TRAF6,UBE2N",84,0.125,0.0833333333333333,0,0.291666666666667,0.25,0,0,0.25,0.5,0,0,0,0.5,0,0,0,activated,activated
"NGF Signaling",9,X252,"AKT1,AKT2,ATF2,CHUK,CREB1,CREB3,CREBBP,CRK,GRB2,HRAS,IKBKB,KRAS,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK3,MAPK7,MAPK8,Map3k7,NFKB1,NFKB2,NRAS,PDPK1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKCD,PTPN11,RAC1,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RHOG,ROCK1,ROCK2,RPS6KA1,RPS6KA3,RPS6KA5,RPS6KB1,RRAS,RRAS2,SHC1,SOS1,SOS2,TP53,TRAF4,TRAF6,TRIO",62,0.0833333333333333,0.125,0.0416666666666667,0.25,0.25,0,0,0.25,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"NRF2-mediated Oxidative Stress Response",11,X253,"ACTA1,ACTA2,AKT1,BACH1,CAT,CBR1,CCT7,CDC34,CLPP,CREBBP,CUL3,DNAJB11,DNAJB12,DNAJB14,DNAJB2,DNAJB4,DNAJB6,DNAJC1,DNAJC10,DNAJC11,DNAJC13,DNAJC15,DNAJC19,DNAJC21,DNAJC3,DNAJC8,DNAJC9,EIF2AK3,EP300,ERP29,FKBP5,FOSL1,FTH1,FTL,GCLC,GCLM,GSR,GSTM3,GSTM5,GSTO1,GSTP1,GSTT2/GSTT2B,HACD3,HERPUD1,HMOX1,HRAS,HSPB8,KEAP1,KRAS,MAF,MAFF,MAFG,MAFK,MAP2K1,MAP2K2,MAP2K4,MAP3K5,MAPK14,MAPK3,MAPK7,MAPK8,MGST1,MGST2,MGST3,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PMF1/PMF1-BGLAP,PRDX1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAF1,RALA,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SOD3,TXNRD1,UBE2E3,USP14,VCP",92,0.166666666666667,0.125,0.0416666666666667,0.166666666666667,0.166666666666667,0,0.0833333333333333,0.25,0.5,0,0,0,0.5,0,0,0,activated,activated
"Natural Killer Cell Signaling",11,X254,"AKT1,AKT2,B2M,CD48,CFL2,COL18A1,COL1A1,COL1A2,COL3A1,COL5A3,FCER1G,FCGR2A,FYN,GRB2,HCST,HLA-A,HLA-F,HLA-G,HRAS,HSPA14,HSPA1A/HSPA1B,HSPA8,HSPA9,IL18RAP,IL2RB,IRAK4,ITGAL,ITGB1,JAK2,KLRD1,KRAS,LAT,LCK,LCP2,LIMK2,MAP2K1,MAP2K2,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK13,MAPK14,MAPK3,MTOR,Map3k7,NCK1,NFATC1,NFATC3,NFKB1,NFKB2,NRAS,PAK1,PAK2,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PTK2B,PTPN11,PXN,RAC1,RAC2,RAF1,RALA,RAP2A,RAP2B,RASD1,RASSF5,RELA,ROCK1,RRAS,RRAS2,SH2D1A,SOS1,SOS2,STAT4,TRAF6,TYROBP,VAV1,VAV3,WAS,Wasl",89,0.0833333333333333,0.125,0.0416666666666667,0.25,0.416666666666667,0,0,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Necroptosis Signaling Pathway",10,X255,"AXL,BIRC2,BIRC3,CAMK2D,CAMK2G,CAPN1,CAPN2,CAPN7,CASP1,CASP8,CFLAR,CHP1,CHUK,CYBB,CYLD,DNM1L,EIF2AK2,FAS,IFNAR1,IKBKB,IRF3,IRF9,MDM2,NLRP3,PAM16,PELI1,PLA2G12A,PPID,PPIF,PPP3CB,PPP3R1,PYCARD,PYGL,RB1,RBCK1,RBL2,RIPK3,SHARPIN,STAT1,STAT2,TAB2,TIMM10,TIMM17A,TIMM17B,TIMM22,TIMM23,TIMM50,TIMM9,TNF,TNFRSF1A,TNFRSF1B,TNIP1,TOMM22,TOMM34,TOMM40,TOMM70,TP53,TRAF2,TRPM7,TSPO,Tomm5,UBC,VDAC1,VDAC3,ZBP1",65,0.166666666666667,0.125,0,0.208333333333333,0.25,0,0,0.25,0.5,0,0,0,0.5,0,0,0,activated,activated
"Neuregulin Signaling",11,X256,"AKT1,AKT2,AREG,BAD,CDK5,CDK5R1,CRK,DCN,EGFR,ERBIN,ERRFI1,GRB2,HBEGF,HRAS,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,MAP2K1,MAP2K2,MAPK3,MTOR,MYC,NRAS,PDPK1,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PSEN1,PTPN11,RAF1,RAP2A,RAP2B,RASD1,RPS6,RPS6KB1,RRAS,RRAS2,SHC1,SOS1,SOS2,STAT5A,STAT5B",51,0.0833333333333333,0.166666666666667,0,0.25,0.416666666666667,0,0,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Neuroinflammation Signaling Pathway",1,X257,"AKT2,BCL2,BIRC2,BIRC3,BIRC5,BMPR2,CASP3,CASP8,CCL5,CD86,CFLAR,CREB3,CXCL10,CXCL12,CYBB,FAS,GABBR1,GRINA,HLA-A,HLA-DOA,HLA-F,HMOX1,IFNGR1,IFNGR2,IL1B,IL1R1,IL6,IRAK2,IRAK3,IRAK4,IRF3,IRF7,JAK2,MAPK13,MAPK3,MAPK8,MFGE8,MMP3,MMP9,NCF2,NLRP3,PIK3C3,PIK3CB,PIK3R5,PLA2G12A,PPP3CB,PPP3R1,PSEN1,PSEN2,PTGS2,SNCA,TBK1,TGFBR1,TGFBR2,TGFBR3,TNF,TNFRSF1A,TRAF3,TRAF6,VCAM1",60,0.0416666666666667,0,0,0.458333333333333,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Neuroprotective Role of THOP1 in Alzheimer's Disease",2,X258,"ACE,C1R,CTSG,DPP4,ECE1,HTRA3,LONP1,MMP9,NFYA,PREP,PRKACB,PRKAG1,PRKAR2A,PRSS23,PRTN3,SERPINA3",16,0.0416666666666667,0.0416666666666667,0,0.416666666666667,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Neurotrophin/TRK Signaling",4,X259,"AKT1,ATF2,CREB1,CREBBP,FRS2,GRB2,HRAS,KRAS,MAP2K1,MAP2K2,MAP2K4,MAP3K5,MAPK3,MAPK8,NRAS,PDPK1,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PTPN11,RAF1,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOS1,SOS2",30,0.0416666666666667,0.0416666666666667,0,0.416666666666667,0.166666666666667,0,0,0.333333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Non-Small Cell Lung Cancer Signaling",15,X260,"ABL1,AKT1,AKT2,BAD,CCND1,CDK4,CDK6,E2F1,EGFR,FOXO3,GRB2,HRAS,ITPR1,ITPR2,ITPR3,KRAS,MAP2K1,MAP2K2,MAPK3,NRAS,PA2G4,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKCA,RAF1,RALA,RAP2A,RAP2B,RASD1,RASSF5,RB1,RRAS,RRAS2,RXRB,SIN3A,SOS1,SOS2,SUV39H1,TFDP1,TP53",46,0.25,0.0833333333333333,0.0416666666666667,0.125,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"Noradrenaline and Adrenaline Degradation",3,X261,"ALDH3B1,ALDH7A1,ALDH9A1,COMT,DHRS4,SMOX",6,0.125,0,0,0.375,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Nucleotide Excision Repair Pathway",10,X262,"CCNH,CDK7,ERCC1,ERCC5,ERCC6,GTF2H1,GTF2H2,GTF2H5,MNAT1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2H,POLR2I,POLR2L,RAD23B,RPA1,RPA2,RPA3,XPA,XPC",24,0,0,0.375,0.125,0,0,0.0833333333333333,0.416666666666667,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Nur77 Signaling in T Lymphocytes",12,X263,"APAF1,BCL2,CABIN1,CASP3,CD28,CD3D,CD3E,CD3G,CD86,CHP1,CYCS,EP300,FCER1G,HDAC1,HDAC2,HDAC7,MAP2K1,MAP2K2,MAP3K2,MAP3K3,MAPK3,MAPK7,MEF2D,NFATC1,PPP3CB,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RPS6KA3,SIN3A,SIN3B",36,0.166666666666667,0.0833333333333333,0,0.25,0.333333333333333,0.0833333333333333,0.0833333333333333,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"OX40 Signaling Pathway",4,X264,"B2M,BCL2,BCL2L1,CD3D,CD3E,CD3G,FCER1G,H2-T10,H2-T22,H2-T24,HLA-A,HLA-DMB,HLA-DOA,HLA-DOB,HLA-F,HLA-G,MAPK8,NFKB1,NFKB2,NFKBID,NFKBIE,RELA,TRAF2,TRAF3,TRAF5",25,0.0416666666666667,0,0,0.458333333333333,0.25,0,0,0.25,0.5,0,0,0,0.5,0,0,0,activated,activated
"Oncostatin M Signaling",14,X265,"CHI3L1,EPAS1,GRB2,HRAS,IL6ST,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MMP13,MMP3,NRAS,OSM,PLAU,RAF1,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOS1,STAT1,STAT5A,STAT5B,TIMP3",27,0.0833333333333333,0.25,0,0.166666666666667,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Opioid Signaling Pathway",1,X266,"ADCY7,AP2S1,CLTC,GNAI3,GNG2,HCK,HRAS,ITPR1,ITPR2,KRAS,LCK,MAP2K1,MAP2K2,MAPK7,NFKB1,NFKB2,NRAS,PPP3CB,PRKAG1,PRKAR2A,PRKCA,PRKCD,PRKCE,PRKCH,PRKD3,RAF1,RAP2A,RAP2B,RGS1,RGS10,RGS16,RGS18,RGS19,RPS6KA5,RPS6KB1,RRAS,SOS1,SRF",38,0,0,0,0.5,0.0833333333333333,0,0,0.416666666666667,0,0,0,0.5,0.5,0,0,0,activated,not_sig
"Osteoarthritis Pathway",12,X267,"ACVRL1,ADAMTS4,ADAMTS5,ANXA2,ATF2,BMPR1A,BMPR2,CASP1,CASP3,CASP4,CASP6,CASP8,CEBPB,CHUK,CREB1,CREB3,CREBBP,CTNNA1,CXCR2,DCN,DDIT4,DDR2,EPAS1,FGFR1,FN1,FOXO3,FZD5,HDAC3,HDAC4,HIF1A,HTRA1,IL18RAP,IL1B,IL1R1,IL1R2,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,JAG1,LEF1,LRP1,MMP12,MMP13,MMP3,MMP9,MTF1,MTOR,MYBBP1A,NFKB1,NFKB2,NOTCH1,PRKAA1,PRKAB1,PRKAG1,PTGS2,RAC1,RARRES2,RBP4,RBPJ,RELA,S100A8,S100A9,SIK3,SIRT1,SMAD1,SMAD2,SMAD4,SMAD5,SMAD7,SOX9,SP1,SPHK1,SPP1,TCF3,TCF4,TCF7L2,TGFB1,TGFBR1,TGFBR2,TIMP3,TLR2,TNF,TNFRSF1A,TNFRSF1B,Tcf7",88,0,0.291666666666667,0,0.208333333333333,0.333333333333333,0,0.0833333333333333,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Ovarian Cancer Signaling",8,X268,"ABL1,AKT1,AKT2,APC,AXIN1,BCL2,BRAF,CCND1,CD44,CDK4,DVL1,E2F1,EGFR,FZD5,GJA1,HRAS,KRAS,LEF1,MAP2K1,MAP2K2,MAPK3,MMP2,MMP9,MSH2,MSH6,MTOR,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PRKACB,PRKAG1,PRKAR2A,PTGS2,RAF1,RAP2A,RAP2B,RASD1,RB1,RPS6KB1,RRAS,RRAS2,SIN3A,SUV39H1,TCF3,TCF4,TCF7L2,TFDP1,TP53,Tcf7",51,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.333333333333333,0,0,0.166666666666667,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"P2Y Purigenic Receptor Signaling Pathway",3,X269,"ADCY7,AKT1,AKT2,ATF2,CREBBP,GNAI3,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,HRAS,KRAS,MAP2K1,MAP2K2,MAPK3,MYC,NFKB1,NFKB2,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PLCG2,PLCL2,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKD3,RAF1,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2",43,0.0416666666666667,0.0416666666666667,0,0.416666666666667,0.0833333333333333,0,0,0.416666666666667,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"PAK Signaling",12,X270,"ARHGAP10,ARHGEF6,ARHGEF7,CASP3,CFL2,GIT1,GRB2,HRAS,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,LIMK2,MAP2K1,MAP2K2,MAP2K4,MAPK3,MAPK8,MYL4,MYL6,MYL9,MYLPF,NCK1,NRAS,PAK1,PAK1IP1,PAK2,PDGFA,PDGFRA,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3R1,PIK3R5,PTK2B,PXN,RAC1,RAF1,RALA,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOS1,SOS2,TNF",52,0.0833333333333333,0.125,0.0416666666666667,0.25,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,activated,inhibited
